gender,event,medal,athlete,abb,country,grp_id,type,year
Men,Teams 1-2,Bronze,PARK Haun,KOR,Korea,4,Wheelchair Tennis,1996
Men,Teams 1-2,Bronze,Germany,KOR,Korea,5,Wheelchair Tennis,1996
Men,Teams 3,Gold,AN Jong Dae,KOR,Korea,1,Wheelchair Tennis,1996
Men,Teams 3,Gold,KIM Ki Hoon,KOR,Korea,2,Wheelchair Tennis,1996
Men,Teams 3,Gold,KIM Young Soo,KOR,Korea,3,Wheelchair Tennis,1996
Men,Teams 3,Silver,ALTENDORFER Fritz,AUT,Austria,1,Wheelchair Tennis,1996
Men,Teams 3,Silver,DOLLMANN Manfred,AUT,Austria,2,Wheelchair Tennis,1996
Men,Teams 3,Silver,STARL Peter,AUT,Austria,3,Wheelchair Tennis,1996
Men,Teams 3,Bronze,DORR Werner,GER,Germany,1,Wheelchair Tennis,1996
Men,Teams 3,Bronze,GUERTLER Jan,GER,Germany,2,Wheelchair Tennis,1996
Men,Teams 3,Bronze,Great Britain,GER,Germany,3,Wheelchair Tennis,1996
Men,Teams 4-5,Gold,BOLLDEN Ernst,SWE,Sweden,1,Wheelchair Tennis,1996
Men,Teams 4-5,Gold,GUSTAVSSON Jan-Krister,SWE,Sweden,2,Wheelchair Tennis,1996
Men,Teams 4-5,Gold,HOEGSTEDT Patrik,SWE,Sweden,3,Wheelchair Tennis,1996
Men,Teams 4-5,Gold,JOHANSSON Joergen,SWE,Sweden,4,Wheelchair Tennis,1996
Men,Teams 4-5,Silver,BENEDETTI Bruno,FRA,France,1,Wheelchair Tennis,1996
Men,Teams 4-5,Silver,DURAND Christophe,FRA,France,2,Wheelchair Tennis,1996
Men,Teams 4-5,Silver,PINNA Christophe,FRA,France,3,Wheelchair Tennis,1996
Men,Teams 4-5,Silver,TISSERANT Guy,FRA,France,4,Wheelchair Tennis,1996
Men,Teams 4-5,Bronze,GHION Dimitri,BEL,Belgium,1,Wheelchair Tennis,1996
Men,Teams 4-5,Bronze,LEDOUX Alain,BEL,Belgium,2,Wheelchair Tennis,1996
Men,Teams 4-5,Bronze,PLETINCKX Jean-Marc,BEL,Belgium,3,Wheelchair Tennis,1996
Men,Teams 4-5,Bronze,Austria,BEL,Belgium,4,Wheelchair Tennis,1996
Men,Teams 6-8,Gold,KURFESS Thomas,GER,Germany,1,Wheelchair Tennis,1996
Men,Teams 6-8,Gold,MAISSENBACHER Werner,GER,Germany,2,Wheelchair Tennis,1996
Men,Teams 6-8,Gold,SCHMITT Thomas,GER,Germany,3,Wheelchair Tennis,1996
Men,Teams 6-8,Gold,WOLLMERT Jochen,GER,Germany,4,Wheelchair Tennis,1996
Men,Teams 6-8,Silver,ANDREE Magnus,SWE,Sweden,1,Wheelchair Tennis,1996
Men,Teams 6-8,Silver,LARSSON Thomas,SWE,Sweden,2,Wheelchair Tennis,1996
Men,Teams 6-8,Silver,VESTLING Mikael,SWE,Sweden,3,Wheelchair Tennis,1996
Men,Teams 6-8,Bronze,LEIBOVITZ Tahl,USA,United States of America,1,Wheelchair Tennis,1996
Men,Teams 6-8,Bronze,SEIDENFELD Mitchell,USA,United States of America,2,Wheelchair Tennis,1996
Men,Teams 9-10,Gold,CHATEIGNER Olivier,FRA,France,1,Wheelchair Tennis,1996
Men,Teams 9-10,Gold,DE LA BOURDONNAYE Gilles,FRA,France,2,Wheelchair Tennis,1996
Men,Teams 9-10,Gold,PICHON Alain,FRA,France,3,Wheelchair Tennis,1996
Men,Teams 9-10,Silver,FRACZYK Stanislaw,AUT,Austria,1,Wheelchair Tennis,1996
Men,Teams 9-10,Silver,GOELLER Thomas,AUT,Austria,2,Wheelchair Tennis,1996
Men,Teams 9-10,Bronze,FAEHNRICH Peter,GER,Germany,1,Wheelchair Tennis,1996
Men,Teams 9-10,Bronze,MUELLER Bernd,GER,Germany,2,Wheelchair Tennis,1996
Men,Teams 9-10,Bronze,SCHMANDT Andre,GER,Germany,3,Wheelchair Tennis,1996
Men,Teams 9-10,Bronze,Slovakia,GER,Germany,4,Wheelchair Tennis,1996
Women,Teams 3-5,Gold,BARTHEIDEL Monika,GER,Germany,1,Wheelchair Tennis,1996
Women,Teams 3-5,Gold,PAPE Christiane,GER,Germany,2,Wheelchair Tennis,1996
Women,Teams 3-5,Gold,POHLE Gisela,GER,Germany,3,Wheelchair Tennis,1996
Women,Teams 3-5,Gold,SIKORA Monika,GER,Germany,4,Wheelchair Tennis,1996
Women,Teams 3-5,Silver,FUNG Yuet Wah,HKG,Hong Kong,1,Wheelchair Tennis,1996
Women,Teams 3-5,Silver,WONG Pui Yi,HKG,Hong Kong,2,Wheelchair Tennis,1996
Women,Teams 3-5,Bronze,JOHNSON Jennifer,USA,United States of America,1,Wheelchair Tennis,1996
Women,Teams 3-5,Bronze,DI LORENZO Jacqueline,USA,United States of America,2,Wheelchair Tennis,1996
Women,Teams 3-5,Bronze,TERRANOVA Terese,USA,United States of America,3,Wheelchair Tennis,1996
Women,Teams 6-10,Gold,LUO Fuqun,CHN,China,1,Wheelchair Tennis,1996
Women,Teams 6-10,Gold,ZHANG Xiaoling,CHN,China,2,Wheelchair Tennis,1996
Women,Teams 6-10,Silver,DAVIDKOVA Jolana,CZE,Czech Republic,1,Wheelchair Tennis,1996
Women,Teams 6-10,Silver,PESTOVA Eva,CZE,Czech Republic,2,Wheelchair Tennis,1996
Women,Teams 6-10,Bronze,ODEIDE-SIMIAN Marie-Claire,FRA,France,1,Wheelchair Tennis,1996
Women,Teams 6-10,Bronze,SEVIN Michelle,FRA,France,2,Wheelchair Tennis,1996
Women,Teams 6-10,Bronze,THIERRY Martine,FRA,France,3,Wheelchair Tennis,1996
Men,Singles 1,Gold,LEE Hae Gon,KOR,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 1,Silver,LAUNONEN Matti,FIN,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 1,Bronze,ZUMKEHR Rolf,SUI,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 2,Gold,KIM Kyung Mook,KOR,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 2,Silver,KIM Kong Yong,KOR,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 2,Bronze,ZVOLANEK Martin,CZE,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 3,Gold,ROBIN Jean-Philippe,FRA,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 3,Silver,KESLER Zlatko,YUG,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 3,Bronze,PEETERS Michel,FRA,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 4,Gold,STEFANU Michal,CZE,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 4,Silver,UM Tae Hyung,KOR,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 4,Bronze,CHOI Kyoung Sik,KOR,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 5,Gold,DURAND Christophe,FRA,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 5,Silver,CHOU Chang Shen,TPE,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 5,Bronze,ROBLES Manuel,ESP,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 6,Gold,ERIKSSON Johnny,SWE,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 6,Silver,ARNOLD Daniel,GER,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 6,Bronze,KARLSSON Mattias,SWE,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 7,Gold,WOLLMERT Jochen,GER,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 7,Silver,GLIKMAN Zeev,ISR,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 7,Bronze,MESSI Stephane,FRA,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 8,Gold,VALERA Alvaro,ESP,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 8,Silver,PICHON Alain,FRA,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 8,Bronze,JOKINEN Kimmo,FIN,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 9,Gold,AGUNBIADE Tajudeen,NGR,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 9,Silver,FRACZYK Stanislaw,AUT,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 9,Bronze,ALABI Femi,NGR,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 10,Gold,KARABEC Ivan,CZE,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 10,Silver,RUIZ Jose Manuel,ESP,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 10,Bronze,ANDERSSON Fredrik,SWE,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 11,Gold,SKROBUT Piotr,POL,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 11,Silver,WOJTAS Tomasz,POL,Unknown,-1,Wheelchair Tennis,2000
Men,Singles 11,Bronze,GARRIDO Angel,ESP,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 1-2,Gold,AL-BARGOUTI Maha,JOR,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 1-2,Silver,LAFAYE MARZIOU Isabelle,FRA,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 1-2,Bronze,MITTON Catherine,GBR,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 3,Gold,KANOVA Alena,SVK,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 3,Silver,FUJIWARA Satoko,JPN,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 3,Bronze,BARTHEIDEL Monika,GER,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 4,Gold,PAPE Christiane,GER,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 4,Silver,SIKORA Monika,GER,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 4,Bronze,RAST Alice,SUI,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 5,Gold,CHEN Wei Hong,CHN,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 5,Silver,REN Guixiang,CHN,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 5,Bronze,PIVARCIOVA Jitka,CZE,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 6-8,Gold,ZHANG Xiaoling,CHN,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 6-8,Silver,DARVAND Bernadette,FRA,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 6-8,Bronze,THIERRY Martine,FRA,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 9,Gold,KAMKASOMPHOU Thu,FRA,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 9,Silver,LIU Meili,CHN,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 9,Bronze,LUO Fuqun,CHN,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 10,Gold,DAVIDKOVA Jolana,CZE,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 10,Silver,SEVIN Michelle,FRA,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 10,Bronze,KUDO Yasuko,JPN,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 11,Gold,LAI Wai Ling,HKG,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 11,Silver,KASPAROVA Viera,SVK,Unknown,-1,Wheelchair Tennis,2000
Women,Singles 11,Bronze,IVANOVA Nataliya,UKR,Unknown,-1,Wheelchair Tennis,2000
Men,Teams 1-2,Gold,KANG Seong Hoon,KOR,Korea,1,Wheelchair Tennis,2000
Men,Teams 1-2,Gold,KIM Kong Yong,KOR,Korea,2,Wheelchair Tennis,2000
Men,Teams 1-2,Gold,KIM Kyung Mook,KOR,Korea,3,Wheelchair Tennis,2000
Men,Teams 1-2,Gold,LEE Hae Gon,KOR,Korea,4,Wheelchair Tennis,2000
Men,Teams 1-2,Silver,ZVOLANEK Martin,CZE,Czech Republic,1,Wheelchair Tennis,2000
Men,Teams 1-2,Silver,PRIBYL Tomas,CZE,Czech Republic,2,Wheelchair Tennis,2000
Men,Teams 1-2,Bronze,BOURY Vincent,FRA,France,1,Wheelchair Tennis,2000
Men,Teams 1-2,Bronze,D'IVOLEY-BOGGS Jean Patrick,FRA,France,2,Wheelchair Tennis,2000
Men,Teams 1-2,Bronze,FOUILLEN Erwan,FRA,France,3,Wheelchair Tennis,2000
Men,Teams 1-2,Bronze,SORABELLA Marc,FRA,France,4,Wheelchair Tennis,2000
Men,Teams 3,Gold,PEETERS Michel,FRA,France,1,Wheelchair Tennis,2000
Men,Teams 3,Gold,ROBIN Jean-Philippe,FRA,France,2,Wheelchair Tennis,2000
Men,Teams 3,Gold,VERGER Pascal,FRA,France,3,Wheelchair Tennis,2000
Men,Teams 3,Silver,RAWSON James,GBR,Great Britain,1,Wheelchair Tennis,2000
Men,Teams 3,Silver,ROBINSON Neil,GBR,Great Britain,2,Wheelchair Tennis,2000
Men,Teams 3,Silver,TROFAN Stefan,GBR,Great Britain,3,Wheelchair Tennis,2000
Men,Teams 3,Bronze,KIM Young Soo,KOR,Korea,1,Wheelchair Tennis,2000
Men,Teams 3,Bronze,SON Ji Yong,KOR,Korea,2,Wheelchair Tennis,2000
Men,Teams 3,Bronze,YANG Heung Sik,KOR,Korea,3,Wheelchair Tennis,2000
Men,Teams 4,Gold,BENEDETTI Bruno,FRA,France,1,Wheelchair Tennis,2000
Men,Teams 4,Gold,MARTIN Emeric,FRA,France,2,Wheelchair Tennis,2000
Men,Teams 4,Gold,PINNA Christophe,FRA,France,3,Wheelchair Tennis,2000
Men,Teams 4,Silver,CHOI Kyoung Sik,KOR,Korea,1,Wheelchair Tennis,2000
Men,Teams 4,Silver,PARK Jun Young,KOR,Korea,2,Wheelchair Tennis,2000
Men,Teams 4,Silver,UM Tae Hyung,KOR,Korea,3,Wheelchair Tennis,2000
Men,Teams 4,Bronze,GLAZAR Frantisek,CZE,Czech Republic,1,Wheelchair Tennis,2000
Men,Teams 4,Bronze,STEFANU Michal,CZE,Czech Republic,2,Wheelchair Tennis,2000
Men,Teams 4,Bronze,TRCKA Lubomir,CZE,Czech Republic,3,Wheelchair Tennis,2000
Men,Teams 5,Gold,JUNG Eun Chang,KOR,Korea,1,Wheelchair Tennis,2000
Men,Teams 5,Gold,KIM Byoung Young,KOR,Korea,2,Wheelchair Tennis,2000
Men,Teams 5,Silver,CHOU Chang Shen,TPE,Chinese Taipei,1,Wheelchair Tennis,2000
Men,Teams 5,Silver,LIN Yen Hung,TPE,Chinese Taipei,2,Wheelchair Tennis,2000
Men,Teams 5,Bronze,BOLLDEN Ernst,SWE,Sweden,1,Wheelchair Tennis,2000
Men,Teams 5,Bronze,GUSTAVSSON Jan-Krister,SWE,Sweden,2,Wheelchair Tennis,2000
Men,Teams 6-7,Gold,ARNOLD Daniel,GER,Germany,1,Wheelchair Tennis,2000
Men,Teams 6-7,Gold,KOPPELBERG Christian,GER,Germany,2,Wheelchair Tennis,2000
Men,Teams 6-7,Gold,KURFESS Thomas,GER,Germany,3,Wheelchair Tennis,2000
Men,Teams 6-7,Silver,ABBADIE Jean Yves,FRA,France,1,Wheelchair Tennis,2000
Men,Teams 6-7,Silver,MESSI Stephane,FRA,France,2,Wheelchair Tennis,2000
Men,Teams 6-7,Bronze,BARTEL Joshua Keith,USA,United States of America,1,Wheelchair Tennis,2000
Men,Teams 6-7,Bronze,BASS Norman,USA,United States of America,2,Wheelchair Tennis,2000
Men,Teams 8,Gold,KIM Kwang Jin,KOR,Korea,1,Wheelchair Tennis,2000
Men,Teams 8,Gold,LEE Cheon Sik,KOR,Korea,2,Wheelchair Tennis,2000
Men,Teams 8,Silver,PICHON Alain,FRA,France,1,Wheelchair Tennis,2000
Men,Teams 8,Silver,SCHALLER Michel,FRA,France,2,Wheelchair Tennis,2000
Men,Teams 8,Silver,SOYER Julien,FRA,France,3,Wheelchair Tennis,2000
Men,Teams 8,Bronze,HUDARIN Dirk,GER,Germany,1,Wheelchair Tennis,2000
Men,Teams 8,Bronze,SCHMITT Thomas,GER,Germany,2,Wheelchair Tennis,2000
Men,Teams 8,Bronze,WOLLMERT Jochen,GER,Germany,3,Wheelchair Tennis,2000
Men,Teams 9,Gold,ADISA Tunde,NGR,Nigeria,1,Wheelchair Tennis,2000
Men,Teams 9,Gold,AGUNBIADE Tajudeen,NGR,Nigeria,2,Wheelchair Tennis,2000
Men,Teams 9,Gold,ALABI Femi,NGR,Nigeria,3,Wheelchair Tennis,2000
Men,Teams 9,Silver,CSEJTEY Richard,SVK,Slovakia,1,Wheelchair Tennis,2000
Men,Teams 9,Silver,GASPAR Ladislav,SVK,Slovakia,2,Wheelchair Tennis,2000
Men,Teams 9,Bronze,HOU Ting Sung,TPE,Chinese Taipei,1,Wheelchair Tennis,2000
Men,Teams 9,Bronze,HSU Chih Shan,TPE,Chinese Taipei,2,Wheelchair Tennis,2000
Men,Teams 9,Bronze,HU Ming Fu,TPE,Chinese Taipei,3,Wheelchair Tennis,2000
Men,Teams 9,Bronze,LIN Hsiu Hsien,TPE,Chinese Taipei,4,Wheelchair Tennis,2000
Men,Teams 10,Gold,CHATEIGNER Olivier,FRA,France,1,Wheelchair Tennis,2000
Men,Teams 10,Gold,DE LA BOURDONNAYE Gilles,FRA,France,2,Wheelchair Tennis,2000
Men,Teams 10,Gold,SERIGNAT Francois,FRA,France,3,Wheelchair Tennis,2000
Men,Teams 10,Silver,CECH Pavel,CZE,Czech Republic,1,Wheelchair Tennis,2000
Men,Teams 10,Silver,CINIBULK Miroslav,CZE,Czech Republic,2,Wheelchair Tennis,2000
Men,Teams 10,Silver,MASEK Lubomir,CZE,Czech Republic,3,Wheelchair Tennis,2000
Men,Teams 10,Bronze,AGUDO Enrique,ESP,Spain,1,Wheelchair Tennis,2000
Men,Teams 10,Bronze,RUIZ Jose Manuel,ESP,Spain,2,Wheelchair Tennis,2000
Women,Teams 1-3,Gold,LAFAYE MARZIOU Isabelle,FRA,France,1,Wheelchair Tennis,2000
Women,Teams 1-3,Gold,MARIAGE Stephanie,FRA,France,2,Wheelchair Tennis,2000
Women,Teams 1-3,Silver,BARTHEIDEL Monika,GER,Germany,1,Wheelchair Tennis,2000
Women,Teams 1-3,Silver,SCHIPPMANN Beate,GER,Germany,2,Wheelchair Tennis,2000
Women,Teams 1-3,Bronze,LAEMERS Gertrudis,NED,Netherlands,1,Wheelchair Tennis,2000
Women,Teams 1-3,Bronze,PAARDEKAM Jolanda,NED,Netherlands,2,Wheelchair Tennis,2000
Women,Teams 4-5,Gold,CHEN Wei Hong,CHN,China,1,Wheelchair Tennis,2000
Women,Teams 4-5,Gold,REN Guixiang,CHN,China,2,Wheelchair Tennis,2000
Women,Teams 4-5,Silver,PAPE Christiane,GER,Germany,1,Wheelchair Tennis,2000
Women,Teams 4-5,Silver,SIKORA Monika,GER,Germany,2,Wheelchair Tennis,2000
Women,Teams 4-5,Bronze,HSIAO Shu Chin,TPE,Chinese Taipei,1,Wheelchair Tennis,2000
Women,Teams 4-5,Bronze,LIAO Min Hsiu,TPE,Chinese Taipei,2,Wheelchair Tennis,2000
Women,Teams 4-5,Bronze,WEI Mei Hui,TPE,Chinese Taipei,3,Wheelchair Tennis,2000
Women,Teams 6-10,Gold,LIU Meili,CHN,China,1,Wheelchair Tennis,2000
Women,Teams 6-10,Gold,LU Chunmin,CHN,China,2,Wheelchair Tennis,2000
Women,Teams 6-10,Gold,LUO Fuqun,CHN,China,3,Wheelchair Tennis,2000
Women,Teams 6-10,Gold,ZHANG Xiaoling,CHN,China,4,Wheelchair Tennis,2000
Women,Teams 6-10,Silver,DAVIDKOVA Jolana,CZE,Czech Republic,1,Wheelchair Tennis,2000
Women,Teams 6-10,Silver,MOJOVA Jana,CZE,Czech Republic,2,Wheelchair Tennis,2000
Women,Teams 6-10,Silver,PESTOVA Eva,CZE,Czech Republic,3,Wheelchair Tennis,2000
Women,Teams 6-10,Silver,ZAKOVA Michala,CZE,Czech Republic,4,Wheelchair Tennis,2000
Women,Teams 6-10,Bronze,KAMKASOMPHOU Thu,FRA,France,1,Wheelchair Tennis,2000
Women,Teams 6-10,Bronze,SEVIN Michelle,FRA,France,2,Wheelchair Tennis,2000
Women,Teams 6-10,Bronze,THIERRY Martine,FRA,France,3,Wheelchair Tennis,2000
Men,Singles 1,Gold,NIKELIS Holger,GER,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 1,Silver,LEE Hae Gon,KOR,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 1,Bronze,KILGER Walter,GER,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 2,Gold,RIAPOS Jan,SVK,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 2,Silver,KIM Gong Yong,KOR,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 2,Bronze,KIM Kyung Mook,KOR,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 3,Gold,KIM Young Gun,KOR,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 3,Silver,ROBIN Jean Philippe,FRA,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 3,Bronze,KESLER Zlatko,SCG,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 4,Gold,ZHANG Yan,CHN,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 4,Silver,STEFANU Michal,CZE,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 4,Bronze,CHOI Kyoung Sik,KOR,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 5,Gold,KIM Byoung Young,KOR,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 5,Silver,JUNG Eun Chang,KOR,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 5,Bronze,DURAND Christophe,FRA,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 6,Gold,ARNOLD Daniel,GER,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 6,Silver,SCHMIDT Rainer,GER,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 6,Bronze,ROSENMEIER Peter,DEN,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 7,Gold,MESSI Stephane,FRA,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 7,Silver,WOLLMERT Jochen,GER,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 7,Bronze,MORALES Jordi,ESP,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 8,Gold,LOICQ Mathieu,BEL,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 8,Silver,LEDOUX Marc,BEL,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 8,Bronze,CSEJTEY Richard,SVK,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 9,Gold,FRACZYK Stanislaw,AUT,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 9,Silver,LU Xiaolei,CHN,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 9,Bronze,LEIBOVITZ Tahl,USA,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 10,Gold,GASPAR Ladislav,SVK,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 10,Silver,ANDERSSON Fredrik,SWE,Unknown,-1,Wheelchair Tennis,2004
Men,Singles 10,Bronze,GE Yang,CHN,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 1-2,Gold,LAFAYE MARZIOU Isabelle,FRA,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 1-2,Silver,CLOT Genevieve,FRA,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 1-2,Bronze,MITTON Catherine,GBR,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 3,Gold,PINTAR Mateja,SLO,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 3,Silver,MARIAGE Stephanie,FRA,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 3,Bronze,KANOVA Alena,SVK,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 4,Gold,SIKORA WEINMANN Monika,GER,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 4,Silver,ZORZETTO Valeria,ITA,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 4,Bronze,PAPE Christiane,GER,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 5,Gold,REN Guixiang,CHN,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 5,Silver,CHEN Wei Hong,CHN,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 5,Bronze,WEI Mei Hui,TPE,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 6-8,Gold,ZHANG Xiaoling,CHN,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 6-8,Silver,BENGTSSON KOVACS Marleen,SWE,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 6-8,Bronze,OVSJANNIKOVA Julija,RUS,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 9,Gold,LIU Meili,CHN,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 9,Silver,LEI Lina,CHN,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 9,Bronze,KAMKASOMPHOU Thu,FRA,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 10,Gold,PARTYKA Natalia,POL,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 10,Silver,MATOUSKOVA Jolana,CZE,Unknown,-1,Wheelchair Tennis,2004
Women,Singles 10,Bronze,LI Yu Qiang,CHN,Unknown,-1,Wheelchair Tennis,2004
Men,Teams 1-2,Gold,KANG Seong Hoon,KOR,Korea,1,Wheelchair Tennis,2004
Men,Teams 1-2,Gold,KIM Gong Yong,KOR,Korea,2,Wheelchair Tennis,2004
Men,Teams 1-2,Gold,KIM Kyung Mook,KOR,Korea,3,Wheelchair Tennis,2004
Men,Teams 1-2,Gold,LEE Hae Gon,KOR,Korea,4,Wheelchair Tennis,2004
Men,Teams 1-2,Silver,REVUCKY Rastislav,SVK,Slovakia,1,Wheelchair Tennis,2004
Men,Teams 1-2,Silver,RIAPOS Jan,SVK,Slovakia,2,Wheelchair Tennis,2004
Men,Teams 1-2,Bronze,GRUENKEMEYER Thorsten,GER,Germany,1,Wheelchair Tennis,2004
Men,Teams 1-2,Bronze,KILGER Walter,GER,Germany,2,Wheelchair Tennis,2004
Men,Teams 1-2,Bronze,NIKELIS Holger,GER,Germany,3,Wheelchair Tennis,2004
Men,Teams 1-2,Bronze,VILSMAIER Otto,GER,Germany,4,Wheelchair Tennis,2004
Men,Teams 3,Gold,CHO Jae Kwan,KOR,Korea,1,Wheelchair Tennis,2004
Men,Teams 3,Gold,KIM Young Gun,KOR,Korea,2,Wheelchair Tennis,2004
Men,Teams 3,Gold,YANG Heung Sik,KOR,Korea,3,Wheelchair Tennis,2004
Men,Teams 3,Silver,RAWSON James,GBR,Great Britain,1,Wheelchair Tennis,2004
Men,Teams 3,Silver,ROBINSON Neil,GBR,Great Britain,2,Wheelchair Tennis,2004
Men,Teams 3,Silver,TROFAN Stefan,GBR,Great Britain,3,Wheelchair Tennis,2004
Men,Teams 3,Bronze,ROBIN Jean Philippe,FRA,France,1,Wheelchair Tennis,2004
Men,Teams 3,Bronze,VERGER Pascal,FRA,France,2,Wheelchair Tennis,2004
Men,Teams 4,Gold,CHOI Kyoung Sik,KOR,Korea,1,Wheelchair Tennis,2004
Men,Teams 4,Gold,PARK Jun Young,KOR,Korea,2,Wheelchair Tennis,2004
Men,Teams 4,Gold,UM Tae Hyung,KOR,Korea,3,Wheelchair Tennis,2004
Men,Teams 4,Silver,BENEDETTI Bruno,FRA,France,1,Wheelchair Tennis,2004
Men,Teams 4,Silver,MARTIN Emeric,FRA,France,2,Wheelchair Tennis,2004
Men,Teams 4,Silver,PECHARD Sebastien,FRA,France,3,Wheelchair Tennis,2004
Men,Teams 4,Bronze,ZHANG Jie,CHN,China,1,Wheelchair Tennis,2004
